width: 21 pixels
height: 1383 pixels
channels: 3


(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(2, 0, 1, 0)
(1, 1, 0, 0)
(2, 1, 0, 0)
(3, 1, 0, 0)
(2, 0, 1, 0)
(5, 1, 0, 1)
(6, 1, 0, 1)
(5, 1, 0, 1)
(5, 1, 0, 1)
(5, 1, 0, 1)
(6, 1, 0, 1)
(13, 1, 0, 4)
(17, 3, 0, 2)
(16, 3, 0, 2)
(15, 3, 0, 1)
(15, 2, 0, 4)
(20, 3, 0, 2)
(22, 4, 0, 1)
(22, 4, 0, 1)
(23, 4, 0, 2)
(22, 4, 0, 2)
(22, 4, 0, 2)
(23, 3, 0, 2)
(23, 4, 0, 2)
(23, 4, 0, 2)
(23, 4, 0, 2)
(24, 4, 0, 1)
(24, 4, 0, 1)
(27, 5, 0, 0)
(27, 5, 0, 0)
(28, 4, 0, 0)
(28, 4, 0, 0)
(28, 4, 0, 0)
(29, 4, 0, 0)
(29, 4, 0, 0)
(28, 4, 0, 0)
(27, 3, 0, 1)
(27, 3, 0, 1)
(27, 3, 0, 1)
(28, 2, 0, 2)
(30, 3, 0, 1)
(29, 3, 0, 1)
(31, 4, 0, 0)
(31, 4, 0, 0)
(27, 2, 0, 2)
(28, 3, 0, 1)
(29, 4, 0, 1)
(29, 3, 0, 1)
(28, 3, 0, 1)
(30, 4, 0, 0)
(31, 2, 0, 1)
(30, 4, 0, 0)
(30, 3, 0, 1)
(30, 3, 0, 1)
(30, 3, 0, 1)
(32, 3, 0, 0)
(31, 3, 0, 1)
(31, 3, 0, 1)
(32, 3, 0, 0)
(30, 3, 0, 1)
(31, 3, 0, 1)
(32, 2, 0, 1)
(34, 2, 0, 1)
(32, 2, 0, 1)
(32, 3, 0, 1)
(32, 2, 0, 1)
(32, 3, 0, 1)
(34, 1, 0, 2)
(32, 2, 0, 1)
(34, 2, 0, 1)
(33, 1, 0, 2)
(33, 2, 0, 1)
(36, 1, 0, 1)
(36, 1, 0, 1)
(33, 2, 0, 1)
(33, 2, 0, 2)
(33, 2, 0, 1)
(32, 3, 0, 1)
(35, 1, 0, 2)
(34, 1, 0, 2)
(35, 1, 0, 2)
(34, 2, 0, 1)
(35, 1, 0, 2)
(36, 2, 0, 2)
(37, 2, 0, 2)
(35, 2, 0, 2)
(36, 2, 0, 2)
