width: 1327 pixels
height: 1684 pixels
channels: 3


(155, 117, 238)
(251, 87, 186)
(251, 93, 174)
(246, 88, 169)
(251, 88, 184)
(244, 81, 177)
(251, 88, 184)
(251, 88, 182)
(239, 74, 168)
(247, 84, 180)
(251, 90, 186)
(251, 98, 189)
(251, 98, 189)
(250, 100, 191)
(251, 88, 184)
(251, 88, 184)
(251, 88, 184)
(251, 88, 184)
(249, 90, 174)
(251, 95, 179)
(246, 87, 171)
(245, 88, 169)
(242, 85, 166)
(241, 83, 164)
(251, 78, 164)
(245, 72, 164)
(243, 60, 151)
(239, 57, 135)
(251, 53, 139)
(251, 42, 124)
(241, 33, 104)
(247, 19, 75)
(246, 3, 34)
(245, 213, 209)
(246, 203, 192)
(234, 226, 202)
(247, 206, 160)
(204, 136, 47)
(48, 144, 11)
(83, 90, 86)
(91, 175, 105)
(79, 192, 128)
(88, 221, 134)
(46, 157, 56)
(187, 102, 207)
(197, 97, 162)
(123, 211, 111)
(206, 74, 54)
(216, 94, 74)
(37, 166, 80)
(205, 247, 18)
(134, 228, 51)
(216, 61, 9)
(154, 1, 102)
(208, 140, 170)
(157, 94, 199)
(37, 164, 127)
(143, 213, 203)
(251, 43, 139)
(246, 99, 27)
(244, 67, 3)
(246, 39, 15)
(230, 23, 2)
(206, 250, 2)
(183, 232, 12)
(158, 217, 12)
(139, 203, 19)
(35, 175, 15)
(178, 144, 25)
(14, 130, 9)
(49, 133, 1)
(70, 125, 13)
(38, 132, 17)
(9, 138, 13)
(251, 154, 4)
(196, 154, 12)
(165, 146, 27)
(185, 131, 4)
(54, 145, 11)
(62, 117, 5)
(46, 105, 15)
(36, 115, 5)
(237, 107, 11)
(36, 158, 34)
(14, 144, 10)
(169, 124, 12)
(152, 115, 15)
(227, 118, 22)
(0, 101, 9)
(187, 82, 0)
(112, 68, 0)
(93, 61, 22)
(27, 29, 5)
(162, 96, 27)
(72, 139, 21)
(82, 136, 5)
(80, 128, 0)
(32, 128, 12)
(237, 121, 17)
(97, 98, 16)
(72, 65, 9)
(199, 75, 4)
(176, 65, 27)
(44, 84, 9)
(249, 76, 51)
(89, 54, 12)
(38, 66, 21)
(136, 53, 6)
(39, 69, 40)
(61, 43, 18)
(80, 80, 48)
(251, 110, 30)
(241, 87, 26)
(124, 55, 21)
(7, 7, 5)
(126, 1, 8)
(36, 6, 0)
(16, 3, 26)
(180, 124, 60)
(209, 58, 30)
(95, 140, 13)
(142, 156, 24)
(71, 40, 2)
(232, 4, 0)
(37, 49, 40)
(197, 6, 12)
(248, 2, 0)
(158, 169, 19)
(234, 67, 0)
(120, 34, 12)
(34, 9, 5)
(66, 154, 41)
(220, 153, 20)
(248, 159, 4)
(238, 172, 3)
(241, 175, 2)
(238, 142, 2)
(230, 146, 13)
(178, 130, 10)
(134, 98, 0)
(167, 100, 0)
(163, 126, 3)
(164, 141, 38)
(81, 73, 10)
(199, 129, 16)
(248, 157, 2)
(246, 170, 1)
(240, 164, 0)
(242, 166, 1)
(250, 176, 6)
(249, 173, 3)
(245, 179, 5)
(236, 170, 0)
(247, 171, 1)
(244, 168, 0)
(246, 180, 2)
(249, 183, 3)
(248, 183, 4)
(250, 190, 15)
(235, 199, 10)
(250, 232, 16)
(244, 248, 0)
(250, 244, 0)
(251, 245, 0)
(251, 247, 2)
(241, 245, 0)
(246, 250, 0)
(251, 245, 0)
(237, 231, 0)
(247, 220, 5)
(246, 205, 5)
(238, 176, 0)
(234, 169, 6)
(247, 180, 14)
(221, 251, 0)
(214, 7, 72)
(144, 149, 98)
(1, 246, 15)
(0, 245, 3)
(0, 250, 10)
(1, 1, 26)
(251, 225, 11)
(244, 209, 11)
(224, 177, 11)
(234, 149, 16)
(31, 141, 41)
(213, 188, 69)
(204, 79, 106)
(236, 47, 10)
(0, 44, 8)
(239, 43, 15)
(228, 57, 3)
(236, 77, 14)
(236, 91, 6)
(242, 106, 0)
(238, 110, 0)
(21, 156, 15)
(64, 178, 3)
(48, 163, 17)
(205, 84, 12)
(76, 196, 2)
(94, 194, 5)
(89, 210, 8)
(92, 222, 2)
(103, 238, 9)
(105, 251, 7)
